9648000,322,SANSKRIT CORE,067,A2
9648019,027,HISTORY,045,C2
9648019,030,ECONOMICS,033,D2
9648019,048,PHYSICAL EDUCATION,067,C1
9648019,500,WORK EXPERIENCE,---,A1
9648019,502,PHY & HEALTH EDUCA,---,C2
9648019,503,GENERAL STUDIES,---,B1
9648019,Additional Subject
9648019,028,POLITICAL SCIENCE,009 F,E
9648019,"",Result: PASS,"",""
9648020,301,ENGLISH CORE,033,D2
9648020,002,HINDI ELECTIVE,058,B2
9648020,027,HISTORY,036,D2
9648020,030,ECONOMICS,039,D1
9648020,048,PHYSICAL EDUCATION,067,C1
9648020,500,WORK EXPERIENCE,---,B1
9648020,502,PHY & HEALTH EDUCA,---,B1
9648020,503,GENERAL STUDIES,---,C1
9648020,Additional Subject
9648020,028,POLITICAL SCIENCE,006 F,E
9648020,"",Result: PASS,"",""
9648021,301,ENGLISH CORE,054,C2
9648021,002,HINDI ELECTIVE,076,A1
9648021,027,HISTORY,051,B2
9648021,028,POLITICAL SCIENCE,044,C2
9648021,030,ECONOMICS,058,B2
9648021,500,WORK EXPERIENCE,---,A2
9648021,502,PHY & HEALTH EDUCA,---,B1
9648021,503,GENERAL STUDIES,---,B1
9648021,Additional Subject
9648021,048,PHYSICAL EDUCATION,074,B2
9648021,"",Result: PASS,"",""
9648022,301,ENGLISH CORE,033,D2
9648022,002,HINDI ELECTIVE,065,B1
9648022,027,HISTORY,050,B2
9648022,028,POLITICAL SCIENCE,033,D2
9648022,030,ECONOMICS,039,D1
9648022,500,WORK EXPERIENCE,---,A2
9648022,502,PHY & HEALTH EDUCA,---,D1
9648022,503,GENERAL STUDIES,---,B2
9648022,Additional Subject
9648022,048,PHYSICAL EDUCATION,077,B1
9648022,"",Result: PASS,"",""
9648023,301,ENGLISH CORE,034,D2
9648023,002,HINDI ELECTIVE,052,C1
9648023,027,HISTORY,044,C2
9648023,028,POLITICAL SCIENCE,045,C1
9648023,030,ECONOMICS,044,C2
9648023,500,WORK EXPERIENCE,---,C2
9648023,502,PHY & HEALTH EDUCA,---,C2
9648023,503,GENERAL STUDIES,---,B1
9648023,Additional Subject
9648023,048,PHYSICAL EDUCATION,064,C2
9648023,"",Result: PASS,"",""
9648024,002,HINDI ELECTIVE,063,B1
9648024,027,HISTORY,065,A2
9648024,028,POLITICAL SCIENCE,072,A2
9648024,030,ECONOMICS,039,D1
9648024,048,PHYSICAL EDUCATION,065,C2
9648024,500,WORK EXPERIENCE,---,B1
9648024,502,PHY & HEALTH EDUCA,---,C1
9648024,503,GENERAL STUDIES,---,B2
9648024,Additional Subject
9648024,301,ENGLISH CORE,043,D1
9648024,"",Result: PASS,"",""
9648025,301,ENGLISH CORE,035,D2
9648025,002,HINDI ELECTIVE,050,C2
9648025,027,HISTORY,055,B1
9648025,028,POLITICAL SCIENCE,033,D2
9648025,048,PHYSICAL EDUCATION,057,D1
9648025,500,WORK EXPERIENCE,---,B1
9648025,502,PHY & HEALTH EDUCA,---,B2
9648025,503,GENERAL STUDIES,---,C1
9648025,Additional Subject
9648025,030,ECONOMICS,016 F,E
9648025,"",Result: PASS,"",""
9648026,301,ENGLISH CORE,033,D2
9648026,002,HINDI ELECTIVE,055,C1
9648026,027,HISTORY,039,D1
9648026,028,POLITICAL SCIENCE,055,B2
9648026,030,ECONOMICS,048,C1
9648026,500,WORK EXPERIENCE,---,A1
9648026,502,PHY & HEALTH EDUCA,---,A2
9648026,503,GENERAL STUDIES,---,B1
9648026,Additional Subject
9648026,048,PHYSICAL EDUCATION,063,C2
9648026,"",Result: PASS,"",""
9648027,301,ENGLISH CORE,044,D1
9648027,002,HINDI ELECTIVE,046,D1
9648027,027,HISTORY,042,C2
9648027,028,POLITICAL SCIENCE,044,C2
9648027,030,ECONOMICS,042,C2
9648027,500,WORK EXPERIENCE,---,B2
9648027,502,PHY & HEALTH EDUCA,---,B2
9648027,503,GENERAL STUDIES,---,C1
9648027,Additional Subject
9648027,048,PHYSICAL EDUCATION,057,D1
9648027,"",Result: PASS,"",""
9648028,301,ENGLISH CORE,033,D2
9648028,002,HINDI ELECTIVE,051,C2
9648028,027,HISTORY,053,B2
9648028,028,POLITICAL SCIENCE,033,D2
9648028,030,ECONOMICS,033,D2
9648028,500,WORK EXPERIENCE,---,A1
9648028,502,PHY & HEALTH EDUCA,---,A2
9648028,503,GENERAL STUDIES,---,B1
9648028,Additional Subject
9648028,048,PHYSICAL EDUCATION,063,C2
9648028,"",Result: PASS,"",""
9648029,301,ENGLISH CORE,069,B2
9648029,002,HINDI ELECTIVE,091,A1
9648029,027,HISTORY,068,A2
9648029,028,POLITICAL SCIENCE,091,A1
9648029,030,ECONOMICS,061,B2
9648029,500,WORK EXPERIENCE,---,A2
9648029,502,PHY & HEALTH EDUCA,---,A2
9648029,503,GENERAL STUDIES,---,B1
9648029,Additional Subject
9648029,048,PHYSICAL EDUCATION,077,B1
9648029,"",Result: PASS,"",""
9648030,301,ENGLISH CORE,043,D1
9648030,002,HINDI ELECTIVE,049,C2
9648030,027,HISTORY,042,C2
9648030,028,POLITICAL SCIENCE,038,D1
9648030,048,PHYSICAL EDUCATION,054,D2
9648030,500,WORK EXPERIENCE,---,B1
9648030,502,PHY & HEALTH EDUCA,---,C1
9648030,503,GENERAL STUDIES,---,C1
9648030,Additional Subject
9648030,039,SOCIOLOGY,052,C2
9648030,"",Result: PASS,"",""
9648031,301,ENGLISH CORE,052,C2
9648031,002,HINDI ELECTIVE,052,C1
9648031,027,HISTORY,048,C1
9648031,028,POLITICAL SCIENCE,071,A2
9648031,030,ECONOMICS,051,C1
9648031,500,WORK EXPERIENCE,---,C1
9648031,502,PHY & HEALTH EDUCA,---,B1
9648031,503,GENERAL STUDIES,---,C2
9648031,Additional Subject
9648031,048,PHYSICAL EDUCATION,059,D1
9648031,"",Result: PASS,"",""
9648032,301,ENGLISH CORE,043,D1
9648032,002,HINDI ELECTIVE,054,C1
9648032,027,HISTORY,051,B2
9648032,028,POLITICAL SCIENCE,074,A2
9648032,030,ECONOMICS,060,B2
9648032,500,WORK EXPERIENCE,---,A2
9648032,502,PHY & HEALTH EDUCA,---,B1
9648032,503,GENERAL STUDIES,---,C1
9648032,Additional Subject
9648032,048,PHYSICAL EDUCATION,071,C1
9648032,"",Result: PASS,"",""
9648033,301,ENGLISH CORE,033,D2
9648033,002,HINDI ELECTIVE,065,B1
9648033,027,HISTORY,054,B2
9648033,028,POLITICAL SCIENCE,075,A2
9648033,030,ECONOMICS,047,C1
9648033,500,WORK EXPERIENCE,---,A1
9648033,502,PHY & HEALTH EDUCA,---,B1
9648033,503,GENERAL STUDIES,---,B1
9648033,Additional Subject
9648033,048,PHYSICAL EDUCATION,071,C1
9648033,"",Result: PASS,"",""
9648034,002,HINDI ELECTIVE,062,B1
9648034,027,HISTORY,054,B2
9648034,028,POLITICAL SCIENCE,044,C2
9648034,030,ECONOMICS,033,D2
9648034,048,PHYSICAL EDUCATION,063,C2
9648034,500,WORK EXPERIENCE,---,C2
9648034,502,PHY & HEALTH EDUCA,---,C2
9648034,503,GENERAL STUDIES,---,B2
9648034,Additional Subject
9648034,301,ENGLISH CORE,033,D2
9648034,"",Result: PASS,"",""
9648035,301,ENGLISH CORE,046,D1
9648035,002,HINDI ELECTIVE,046,D1
9648035,027,HISTORY,036,D2
9648035,028,POLITICAL SCIENCE,047,C1
9648035,030,ECONOMICS,033,D2
9648035,500,WORK EXPERIENCE,---,C1
9648035,502,PHY & HEALTH EDUCA,---,D2
9648035,503,GENERAL STUDIES,---,C2
9648035,Additional Subject
9648035,048,PHYSICAL EDUCATION,058,D1
9648035,"",Result: PASS,"",""
9648036,301,ENGLISH CORE,046,D1
9648036,002,HINDI ELECTIVE,069,A2
9648036,027,HISTORY,052,B2
9648036,028,POLITICAL SCIENCE,086,A1
9648036,030,ECONOMICS,051,C1
9648036,500,WORK EXPERIENCE,---,A2
9648036,502,PHY & HEALTH EDUCA,---,A2
9648036,503,GENERAL STUDIES,---,B1
9648036,Additional Subject
9648036,048,PHYSICAL EDUCATION,066,C2
9648036,"",Result: PASS,"",""
9648037,301,ENGLISH CORE,044,D1
9648037,030,ECONOMICS,054,B2
9648037,041,MATHEMATICS,033,D2
9648037,054,BUSINESS STUDIES,039,D2
9648037,055,ACCOUNTANCY,043,D2
9648037,500,WORK EXPERIENCE,---,C2
9648037,502,PHY & HEALTH EDUCA,---,C2
9648037,503,GENERAL STUDIES,---,C1
9648037,Additional Subject
9648037,048,PHYSICAL EDUCATION,064,C2
9648037,"",Result: PASS,"",""
9648038,301,ENGLISH CORE,043,D1
9648038,030,ECONOMICS,042,C2
9648038,048,PHYSICAL EDUCATION,057,D1
9648038,054,BUSINESS STUDIES,040,D2
9648038,055,ACCOUNTANCY,043,D2
9648038,500,WORK EXPERIENCE,---,C1
9648038,502,PHY & HEALTH EDUCA,---,C1
9648038,503,GENERAL STUDIES,---,C2
9648038,"",Result: PASS,"",""
9648039,301,ENGLISH CORE,033,D2
9648039,030,ECONOMICS,039,D1
9648039,041,MATHEMATICS,033,D2
9648039,054,BUSINESS STUDIES,045,D1
9648039,055,ACCOUNTANCY,043,D2
9648039,500,WORK EXPERIENCE,---,B1
9648039,502,PHY & HEALTH EDUCA,---,B1
9648039,503,GENERAL STUDIES,---,B2
9648039,Additional Subject
9648039,048,PHYSICAL EDUCATION,063,C2
9648039,"",Result: PASS,"",""
9648040,301,ENGLISH CORE,053,C2
9648040,030,ECONOMICS,082,A2
9648040,041,MATHEMATICS,086,A2
9648040,054,BUSINESS STUDIES,060,C1
9648040,055,ACCOUNTANCY,095,A1
9648040,500,WORK EXPERIENCE,---,A1
9648040,502,PHY & HEALTH EDUCA,---,A1
9648040,503,GENERAL STUDIES,---,A1
9648040,Additional Subject
9648040,048,PHYSICAL EDUCATION,070,C1
9648040,"",Result: PASS,"",""
9648041,301,ENGLISH CORE,063,C1
9648041,030,ECONOMICS,049,C1
9648041,041,MATHEMATICS,054,C1
9648041,054,BUSINESS STUDIES,045,D1
9648041,055,ACCOUNTANCY,058,C1
9648041,500,WORK EXPERIENCE,---,A2
9648041,502,PHY & HEALTH EDUCA,---,C1
9648041,503,GENERAL STUDIES,---,A2
9648041,Additional Subject
9648041,048,PHYSICAL EDUCATION,063,C2
9648041,"",Result: PASS,"",""
9648042,301,ENGLISH CORE,077,B1
9648042,030,ECONOMICS,086,A1
9648042,041,MATHEMATICS,085,A2
9648042,054,BUSINESS STUDIES,075,B1
9648042,055,ACCOUNTANCY,076,B1
9648042,500,WORK EXPERIENCE,---,A1
9648042,502,PHY & HEALTH EDUCA,---,A2
9648042,503,GENERAL STUDIES,---,A1
9648042,Additional Subject
9648042,048,PHYSICAL EDUCATION,071,C1
9648042,"",Result: PASS,"",""
9648043,301,ENGLISH CORE,034,D2
9648043,030,ECONOMICS,042,C2
9648043,041,MATHEMATICS,043,D1
9648043,048,PHYSICAL EDUCATION,062,C2
9648043,054,BUSINESS STUDIES,038,D2
9648043,500,WORK EXPERIENCE,---,A2
9648043,502,PHY & HEALTH EDUCA,---,A1
9648043,503,GENERAL STUDIES,---,B1
9648043,Additional Subject
9648043,055,ACCOUNTANCY,017 FT,E
9648043,"",Result: PASS,"",""
9648044,301,ENGLISH CORE,063,C1
9648044,030,ECONOMICS,057,B2
9648044,041,MATHEMATICS,057,B2
9648044,054,BUSINESS STUDIES,072,B2
9648044,055,ACCOUNTANCY,053,C2
9648044,500,WORK EXPERIENCE,---,A1
9648044,502,PHY & HEALTH EDUCA,---,B2
9648044,503,GENERAL STUDIES,---,A1
9648044,Additional Subject
9648044,048,PHYSICAL EDUCATION,071,C1
9648044,"",Result: PASS,"",""
9648045,301,ENGLISH CORE,035,D2
9648045,041,MATHEMATICS,034,D2
9648045,048,PHYSICAL EDUCATION,073,B2
9648045,054,BUSINESS STUDIES,037,D2
9648045,055,ACCOUNTANCY,045,D1
9648045,500,WORK EXPERIENCE,---,C1
9648045,502,PHY & HEALTH EDUCA,---,B1
9648045,503,GENERAL STUDIES,---,C2
9648045,"",Result: PASS,"",""
9648046,301,ENGLISH CORE,045,D1
9648046,030,ECONOMICS,070,B1
9648046,041,MATHEMATICS,066,B1
9648046,054,BUSINESS STUDIES,055,C2
9648046,055,ACCOUNTANCY,055,C2
9648046,500,WORK EXPERIENCE,---,B1
9648046,502,PHY & HEALTH EDUCA,---,A2
9648046,503,GENERAL STUDIES,---,B2
9648046,Additional Subject
9648046,048,PHYSICAL EDUCATION,077,B1
9648046,"",Result: PASS,"",""
9648047,301,ENGLISH CORE,068,C1
9648047,030,ECONOMICS,061,B2
9648047,041,MATHEMATICS,036,D1
9648047,054,BUSINESS STUDIES,067,B2
9648047,055,ACCOUNTANCY,043,D2
9648047,500,WORK EXPERIENCE,---,B2
9648047,502,PHY & HEALTH EDUCA,---,A1
9648047,503,GENERAL STUDIES,---,B1
9648047,Additional Subject
9648047,048,PHYSICAL EDUCATION,086,A2
9648047,"",Result: PASS,"",""
9648048,301,ENGLISH CORE,051,D1
9648048,030,ECONOMICS,041,C2
9648048,048,PHYSICAL EDUCATION,075,B2
9648048,054,BUSINESS STUDIES,044,D2
9648048,055,ACCOUNTANCY,042,D2
9648048,500,WORK EXPERIENCE,---,D1
9648048,502,PHY & HEALTH EDUCA,---,C2
9648048,503,GENERAL STUDIES,---,D2
9648048,Additional Subject
9648048,041,MATHEMATICS,010 F,E
9648048,"",Result: PASS,"",""
9648049,301,ENGLISH CORE,076,B1
9648049,030,ECONOMICS,067,B1
9648049,041,MATHEMATICS,047,C2
9648049,054,BUSINESS STUDIES,048,D1
9648049,055,ACCOUNTANCY,058,C1
9648049,500,WORK EXPERIENCE,---,A1
9648049,502,PHY & HEALTH EDUCA,---,A1
9648049,503,GENERAL STUDIES,---,A1
9648049,Additional Subject
9648049,048,PHYSICAL EDUCATION,082,A2
9648049,"",Result: PASS,"",""
9648050,301,ENGLISH CORE,070,B2
9648050,030,ECONOMICS,073,A2
9648050,041,MATHEMATICS,050,C1
9648050,054,BUSINESS STUDIES,062,C1
9648050,055,ACCOUNTANCY,064,B2
9648050,500,WORK EXPERIENCE,---,A2
9648050,502,PHY & HEALTH EDUCA,---,B1
9648050,503,GENERAL STUDIES,---,A2
9648050,Additional Subject
9648050,048,PHYSICAL EDUCATION,088,A1
9648050,"",Result: PASS,"",""
9648051,301,ENGLISH CORE,050,D1
9648051,030,ECONOMICS,068,B1
9648051,041,MATHEMATICS,048,C2
9648051,054,BUSINESS STUDIES,050,D1
9648051,055,ACCOUNTANCY,058,C1
9648051,500,WORK EXPERIENCE,---,A2
9648051,502,PHY & HEALTH EDUCA,---,B2
9648051,503,GENERAL STUDIES,---,A1
9648051,Additional Subject
9648051,048,PHYSICAL EDUCATION,075,B2
9648051,"",Result: PASS,"",""
9648052,301,ENGLISH CORE,070,B2
9648052,030,ECONOMICS,077,A2
9648052,041,MATHEMATICS,067,B1
9648052,054,BUSINESS STUDIES,059,C1
9648052,055,ACCOUNTANCY,062,B2
9648052,500,WORK EXPERIENCE,---,A1
9648052,502,PHY & HEALTH EDUCA,---,A2
9648052,503,GENERAL STUDIES,---,A1
9648052,Additional Subject
9648052,048,PHYSICAL EDUCATION,091,A1
9648052,"",Result: PASS,"",""
9648053,301,ENGLISH CORE,054,C2
9648053,030,ECONOMICS,088,A1
9648053,041,MATHEMATICS,060,B2
9648053,054,BUSINESS STUDIES,039,D2
9648053,055,ACCOUNTANCY,057,C1
9648053,500,WORK EXPERIENCE,---,B1
9648053,502,PHY & HEALTH EDUCA,---,A1
9648053,503,GENERAL STUDIES,---,B2
9648053,Additional Subject
9648053,048,PHYSICAL EDUCATION,077,B1
9648053,"",Result: PASS,"",""
9648054,301,ENGLISH CORE,033,D2
9648054,030,ECONOMICS,050,C1
9648054,041,MATHEMATICS,034,D2
9648054,054,BUSINESS STUDIES,049,D1
9648054,055,ACCOUNTANCY,042,D2
9648054,500,WORK EXPERIENCE,---,B1
9648054,502,PHY & HEALTH EDUCA,---,C1
9648054,503,GENERAL STUDIES,---,B2
9648054,Additional Subject
9648054,048,PHYSICAL EDUCATION,055,D2
9648054,"",Result: PASS,"",""
9648055,301,ENGLISH CORE,045,D1
9648055,030,ECONOMICS,059,B2
9648055,041,MATHEMATICS,043,D1
9648055,054,BUSINESS STUDIES,061,C1
9648055,055,ACCOUNTANCY,061,C1
9648055,500,WORK EXPERIENCE,---,A2
9648055,502,PHY & HEALTH EDUCA,---,C2
9648055,503,GENERAL STUDIES,---,A2
9648055,Additional Subject
9648055,048,PHYSICAL EDUCATION,076,B2
9648055,"",Result: PASS,"",""
9648056,301,ENGLISH CORE,046,D1
9648056,030,ECONOMICS,073,A2
9648056,041,MATHEMATICS,047,C2
9648056,054,BUSINESS STUDIES,055,C2
9648056,055,ACCOUNTANCY,073,B1
9648056,500,WORK EXPERIENCE,---,A2
9648056,502,PHY & HEALTH EDUCA,---,B2
9648056,503,GENERAL STUDIES,---,B1
9648056,Additional Subject
9648056,048,PHYSICAL EDUCATION,080,B1
9648056,"",Result: PASS,"",""
9648057,301,ENGLISH CORE,060,C2
9648057,030,ECONOMICS,075,A2
9648057,041,MATHEMATICS,057,B2
9648057,054,BUSINESS STUDIES,067,B2
9648057,055,ACCOUNTANCY,067,B2
9648057,500,WORK EXPERIENCE,---,B1
9648057,502,PHY & HEALTH EDUCA,---,A2
9648057,503,GENERAL STUDIES,---,B2
9648057,Additional Subject
9648057,048,PHYSICAL EDUCATION,077,B1
9648057,"",Result: PASS,"",""
9648058,301,ENGLISH CORE,043,D1
9648058,030,ECONOMICS,039,D1
9648058,041,MATHEMATICS,043,D1
9648058,054,BUSINESS STUDIES,043,D2
9648058,055,ACCOUNTANCY,043,D2
9648058,500,WORK EXPERIENCE,---,C2
9648058,502,PHY & HEALTH EDUCA,---,C2
9648058,503,GENERAL STUDIES,---,C2
9648058,Additional Subject
9648058,048,PHYSICAL EDUCATION,062,C2
9648058,"",Result: PASS,"",""
9648059,301,ENGLISH CORE,070,B2
9648059,030,ECONOMICS,066,B1
9648059,041,MATHEMATICS,064,B2
9648059,054,BUSINESS STUDIES,062,C1
9648059,055,ACCOUNTANCY,073,B1
9648059,500,WORK EXPERIENCE,---,A2
9648059,502,PHY & HEALTH EDUCA,---,B2
9648059,503,GENERAL STUDIES,---,A1
9648059,Additional Subject
9648059,048,PHYSICAL EDUCATION,079,B1
9648059,"",Result: PASS,"",""
9648060,301,ENGLISH CORE,060,C2
9648060,030,ECONOMICS,051,C1
9648060,041,MATHEMATICS,045,C2
9648060,054,BUSINESS STUDIES,076,B1
9648060,055,ACCOUNTANCY,067,B2
9648060,500,WORK EXPERIENCE,---,B1
9648060,502,PHY & HEALTH EDUCA,---,C1
9648060,503,GENERAL STUDIES,---,B2
9648060,Additional Subject
9648060,048,PHYSICAL EDUCATION,079,B1
9648060,"",Result: PASS,"",""
9648061,301,ENGLISH CORE,045,D1
9648061,030,ECONOMICS,046,C1
9648061,041,MATHEMATICS,033,D2
9648061,054,BUSINESS STUDIES,036,D2
